date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:49:16	4958/4958	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2011%20May%202023%2012:02:22%20GMT	https://desainhd.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.8.1	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min7e2e.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:16	45667/45667	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2011%20May%202023%2012:02:22%20GMT	https://desainhd.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.8.1	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/elementor/assets/js/frontend-modules.min7e2e.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:16	6607/6607	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2030%20Mar%202023%2006:11:53%20GMT	https://desainhd.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:16	17823/17823	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2006:31:44%20GMT	https://desainhd.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:17	4910/4910	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2010:34:30%20GMT	https://desainhd.com/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-includes/js/dist/hooks.min6c65.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:17	10230/10230	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2006:31:47%20GMT	https://desainhd.com/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-includes/js/dist/i18n.mine57b.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:17	21417/21417	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Aug%202022%2006:40:08%20GMT	https://desainhd.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.7.3	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/elementor-pro/assets/js/frontend.min1ac1.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:17	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Apr%202023%2004:22:46%20GMT	https://desainhd.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:18	21438/21438	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2030%20Mar%202023%2006:11:57%20GMT	https://desainhd.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:18	40625/40625	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2011%20May%202023%2012:02:22%20GMT	https://desainhd.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.8.1	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/elementor/assets/js/frontend.min7e2e.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:18	24382/24382	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Aug%202022%2006:40:08%20GMT	https://desainhd.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.7.3	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min1ac1.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:18	3704/3704	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Aug%202022%2006:40:05%20GMT	https://desainhd.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.7.3	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min1ac1.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:19	6270/6270	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Aug%202022%2006:40:51%20GMT	https://desainhd.com/wp-content/plugins/weddingpress/assets/js/wdp.min.js?ver=3.0.1	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/weddingpress/assets/js/wdp.min41fe.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:19	16613/16613	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Aug%202022%2006:40:51%20GMT	https://desainhd.com/wp-content/plugins/weddingpress/assets/js/guest-form.js?ver=3.0.1	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/weddingpress/assets/js/guest-form41fe.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:19	6343/6343	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Aug%202022%2008:13:36%20GMT	https://desainhd.com/wp-content/plugins/landingstar-wedding/assets/js/landingstarwedding.min.js?ver=1.2.9	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/landingstar-wedding/assets/js/landingstarwedding.min077c.js	(from https://kondangan.xyz/nama/v1.php?to=Nama+dan+Partner)
18:49:19	150/150	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Feb%202019%2001:14:44%20GMT	https://desainhd.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-left.svg	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-left.svg	(from https://desainhd.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/eae.min.css?ver=1.11.16)
18:49:20	152/152	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Feb%202019%2001:14:44%20GMT	https://desainhd.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-right.svg	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-right.svg	(from https://desainhd.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/eae.min.css?ver=1.11.16)
18:49:20	8352/8352	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2026%20Aug%202022%2006:40:51%20GMT	https://desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit//css/fonts/wdpfont.eot?i08r8g	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit/css/fonts/wdpfont7137.eot	(from https://desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6)
18:49:20	8184/8184	---M--	200	added ('OK')	font/ttf	date:Fri,%2026%20Aug%202022%2006:40:51%20GMT	https://desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit//css/fonts/wdpfont.ttf?i08r8g	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit/css/fonts/wdpfont7137.ttf	(from https://desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6)
18:49:20	8260/8260	---M--	200	added ('OK')	font/woff	date:Fri,%2026%20Aug%202022%2006:40:51%20GMT	https://desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit//css/fonts/wdpfont.woff?i08r8g	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit/css/fonts/wdpfont7137.woff	(from https://desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6)
18:49:21	28388/28388	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2026%20Aug%202022%2006:40:51%20GMT	https://desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit//css/fonts/wdpfont.svg?i08r8g	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit/css/fonts/wdpfont7137.svg	(from https://desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6)
18:49:21	363/363	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Aug%202022%2006:40:51%20GMT	https://desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit//css/images/modal_x.png	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit/css/images/modal_x.png	(from https://desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6)
18:49:34	73389/73389	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Aug%202022%2013:08:44%20GMT	http://desainhd.com/wp-content/uploads/2022/08/bccbbbbb-1-scaled-1.jpg	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/uploads/2022/08/bccbbbbb-1-scaled-1.jpg	(from https://desainhd.com/wp-content/uploads/elementor/css/post-845.css?ver=1668540030)
18:49:36	113970/113970	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Aug%202022%2013:08:31%20GMT	http://desainhd.com/wp-content/uploads/2022/08/gdgd-1-scaled-1.jpg	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/uploads/2022/08/gdgd-1-scaled-1.jpg	(from https://desainhd.com/wp-content/uploads/elementor/css/post-845.css?ver=1668540030)
18:49:37	93650/93650	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Aug%202022%2008:16:30%20GMT	http://desainhd.com/wp-content/uploads/2022/08/cvbb-scaled-1-1.jpg	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/uploads/2022/08/cvbb-scaled-1-1.jpg	(from https://desainhd.com/wp-content/uploads/elementor/css/post-845.css?ver=1668540030)
18:49:38	107432/107432	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Aug%202022%2013:08:39%20GMT	http://desainhd.com/wp-content/uploads/2022/08/bchfh-scaled-1.jpg	D:/HttpTrack/contoh%20undangan%201/desainhd.com/wp-content/uploads/2022/08/bchfh-scaled-1.jpg	(from https://desainhd.com/wp-content/uploads/elementor/css/post-845.css?ver=1668540030)
18:49:38	73389/73389	---M--	200	added ('OK')	image/jpeg	etag:%2211ead-61fa5552-13c009b;;;%22	https://senimenikah.xyz/wp-content/uploads/2021/12/bccbbbbb-scaled.jpg	D:/HttpTrack/contoh%20undangan%201/senimenikah.xyz/wp-content/uploads/2021/12/bccbbbbb-scaled.jpg	(from https://desainhd.com/wp-content/uploads/elementor/css/post-845.css?ver=1668540030)
18:49:38	122/122	---M-Z	200	added ('OK')	text/plain	date:Thu,%2018%20May%202023%2011:53:11%20GMT	https://desainhd.com/robots.txt		(from https://desainhd.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6)
